"filename", "language", "XML", "C#", "Docker", "JSON", "Markdown", "PowerShell", "Razor", "CSS", "SCSS", "JavaScript", "YAML", "HTML", "comment", "blank", "total"
"c:\Users\User\Desktop\UdemyMicroservices\IdentityServer\FreeCourse.IdentityServer\Migrations\20230321132650_initial.Designer.cs", "C#", 0, 209, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 67, 277
"c:\Users\User\Desktop\UdemyMicroservices\IdentityServer\FreeCourse.IdentityServer\Migrations\20230321132650_initial.cs", "C#", 0, 199, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 221
"c:\Users\User\Desktop\UdemyMicroservices\IdentityServer\FreeCourse.IdentityServer\Migrations\ApplicationDbContextModelSnapshot.cs", "C#", 0, 207, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 67, 275
"c:\Users\User\Desktop\UdemyMicroservices\IdentityServer\FreeCourse.IdentityServer\Models\ApplicationUser.cs", "C#", 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 11
"c:\Users\User\Desktop\UdemyMicroservices\IdentityServer\FreeCourse.IdentityServer\Program.cs", "C#", 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 10, 81
"c:\Users\User\Desktop\UdemyMicroservices\IdentityServer\FreeCourse.IdentityServer\Properties\launchSettings.json", "JSON", 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12
"c:\Users\User\Desktop\UdemyMicroservices\IdentityServer\FreeCourse.IdentityServer\Quickstart\Account\AccountController.cs", "C#", 0, 241, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 54, 48, 343
"c:\Users\User\Desktop\UdemyMicroservices\IdentityServer\FreeCourse.IdentityServer\Quickstart\Account\AccountOptions.cs", "C#", 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6, 21
"c:\Users\User\Desktop\UdemyMicroservices\IdentityServer\FreeCourse.IdentityServer\Quickstart\Account\ExternalController.cs", "C#", 0, 185, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 34, 257
"c:\Users\User\Desktop\UdemyMicroservices\IdentityServer\FreeCourse.IdentityServer\Quickstart\Account\ExternalProvider.cs", "C#", 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 12
"c:\Users\User\Desktop\UdemyMicroservices\IdentityServer\FreeCourse.IdentityServer\Quickstart\Account\LoggedOutViewModel.cs", "C#", 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4, 19
"c:\Users\User\Desktop\UdemyMicroservices\IdentityServer\FreeCourse.IdentityServer\Quickstart\Account\LoginInputModel.cs", "C#", 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 18
"c:\Users\User\Desktop\UdemyMicroservices\IdentityServer\FreeCourse.IdentityServer\Quickstart\Account\LoginViewModel.cs", "C#", 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 5, 22
"c:\Users\User\Desktop\UdemyMicroservices\IdentityServer\FreeCourse.IdentityServer\Quickstart\Account\LogoutInputModel.cs", "C#", 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 12
"c:\Users\User\Desktop\UdemyMicroservices\IdentityServer\FreeCourse.IdentityServer\Quickstart\Account\LogoutViewModel.cs", "C#", 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 12
"c:\Users\User\Desktop\UdemyMicroservices\IdentityServer\FreeCourse.IdentityServer\Quickstart\Account\RedirectViewModel.cs", "C#", 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 12
"c:\Users\User\Desktop\UdemyMicroservices\IdentityServer\FreeCourse.IdentityServer\Quickstart\Consent\ConsentController.cs", "C#", 0, 201, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 34, 262
"c:\Users\User\Desktop\UdemyMicroservices\IdentityServer\FreeCourse.IdentityServer\Quickstart\Consent\ConsentInputModel.cs", "C#", 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 17
"c:\Users\User\Desktop\UdemyMicroservices\IdentityServer\FreeCourse.IdentityServer\Quickstart\Consent\ConsentOptions.cs", "C#", 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4, 17
"c:\Users\User\Desktop\UdemyMicroservices\IdentityServer\FreeCourse.IdentityServer\Quickstart\Consent\ConsentViewModel.cs", "C#", 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 5, 20
"c:\Users\User\Desktop\UdemyMicroservices\IdentityServer\FreeCourse.IdentityServer\Quickstart\Consent\ProcessConsentResult.cs", "C#", 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6, 22
"c:\Users\User\Desktop\UdemyMicroservices\IdentityServer\FreeCourse.IdentityServer\Quickstart\Consent\ScopeViewModel.cs", "C#", 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 17
"c:\Users\User\Desktop\UdemyMicroservices\IdentityServer\FreeCourse.IdentityServer\Quickstart\Device\DeviceAuthorizationInputModel.cs", "C#", 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 11
"c:\Users\User\Desktop\UdemyMicroservices\IdentityServer\FreeCourse.IdentityServer\Quickstart\Device\DeviceAuthorizationViewModel.cs", "C#", 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 12
"c:\Users\User\Desktop\UdemyMicroservices\IdentityServer\FreeCourse.IdentityServer\Quickstart\Device\DeviceController.cs", "C#", 0, 189, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 32, 232
"c:\Users\User\Desktop\UdemyMicroservices\IdentityServer\FreeCourse.IdentityServer\Quickstart\Diagnostics\DiagnosticsController.cs", "C#", 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4, 29
"c:\Users\User\Desktop\UdemyMicroservices\IdentityServer\FreeCourse.IdentityServer\Quickstart\Diagnostics\DiagnosticsViewModel.cs", "C#", 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6, 32
"c:\Users\User\Desktop\UdemyMicroservices\IdentityServer\FreeCourse.IdentityServer\Quickstart\Extensions.cs", "C#", 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 4, 28
"c:\Users\User\Desktop\UdemyMicroservices\IdentityServer\FreeCourse.IdentityServer\Quickstart\Grants\GrantsController.cs", "C#", 0, 74, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 12, 97
"c:\Users\User\Desktop\UdemyMicroservices\IdentityServer\FreeCourse.IdentityServer\Quickstart\Grants\GrantsViewModel.cs", "C#", 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4, 27
"c:\Users\User\Desktop\UdemyMicroservices\IdentityServer\FreeCourse.IdentityServer\Quickstart\Home\ErrorViewModel.cs", "C#", 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 5, 22
"c:\Users\User\Desktop\UdemyMicroservices\IdentityServer\FreeCourse.IdentityServer\Quickstart\Home\HomeController.cs", "C#", 0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 10, 65
"c:\Users\User\Desktop\UdemyMicroservices\IdentityServer\FreeCourse.IdentityServer\Quickstart\SecurityHeadersAttribute.cs", "C#", 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 8, 57
"c:\Users\User\Desktop\UdemyMicroservices\IdentityServer\FreeCourse.IdentityServer\Quickstart\TestUsers.cs", "C#", 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 43
"c:\Users\User\Desktop\UdemyMicroservices\IdentityServer\FreeCourse.IdentityServer\SeedData.cs", "C#", 0, 96, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10, 108
"c:\Users\User\Desktop\UdemyMicroservices\IdentityServer\FreeCourse.IdentityServer\Services\IdentityResourceOwnerPasswordValidator.cs", "C#", 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 47
"c:\Users\User\Desktop\UdemyMicroservices\IdentityServer\FreeCourse.IdentityServer\Services\TokenExchangeExtensionGrantValidator.cs", "C#", 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 47
"c:\Users\User\Desktop\UdemyMicroservices\IdentityServer\FreeCourse.IdentityServer\Startup.cs", "C#", 0, 74, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 18, 99
"c:\Users\User\Desktop\UdemyMicroservices\IdentityServer\FreeCourse.IdentityServer\Views\Account\AccessDenied.cshtml", "Razor", 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 1, 7
"c:\Users\User\Desktop\UdemyMicroservices\IdentityServer\FreeCourse.IdentityServer\Views\Account\LoggedOut.cshtml", "Razor", 0, 0, 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 6, 35
"c:\Users\User\Desktop\UdemyMicroservices\IdentityServer\FreeCourse.IdentityServer\Views\Account\Login.cshtml", "Razor", 0, 0, 0, 0, 0, 0, 82, 0, 0, 0, 0, 0, 0, 10, 92
"c:\Users\User\Desktop\UdemyMicroservices\IdentityServer\FreeCourse.IdentityServer\Views\Account\Logout.cshtml", "Razor", 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 3, 16
"c:\Users\User\Desktop\UdemyMicroservices\IdentityServer\FreeCourse.IdentityServer\Views\Consent\Index.cshtml", "Razor", 0, 0, 0, 0, 0, 0, 97, 0, 0, 0, 0, 0, 0, 8, 105
"c:\Users\User\Desktop\UdemyMicroservices\IdentityServer\FreeCourse.IdentityServer\Views\Device\Success.cshtml", "Razor", 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 2, 8
"c:\Users\User\Desktop\UdemyMicroservices\IdentityServer\FreeCourse.IdentityServer\Views\Device\UserCodeCapture.cshtml", "Razor", 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 5, 24
"c:\Users\User\Desktop\UdemyMicroservices\IdentityServer\FreeCourse.IdentityServer\Views\Device\UserCodeConfirmation.cshtml", "Razor", 0, 0, 0, 0, 0, 0, 101, 0, 0, 0, 0, 0, 0, 8, 109
"c:\Users\User\Desktop\UdemyMicroservices\IdentityServer\FreeCourse.IdentityServer\Views\Diagnostics\Index.cshtml", "Razor", 0, 0, 0, 0, 0, 0, 57, 0, 0, 0, 0, 0, 0, 8, 65
"c:\Users\User\Desktop\UdemyMicroservices\IdentityServer\FreeCourse.IdentityServer\Views\Grants\Index.cshtml", "Razor", 0, 0, 0, 0, 0, 0, 83, 0, 0, 0, 0, 0, 0, 4, 87
"c:\Users\User\Desktop\UdemyMicroservices\IdentityServer\FreeCourse.IdentityServer\Views\Home\Index.cshtml", "Razor", 0, 0, 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 4, 33
"c:\Users\User\Desktop\UdemyMicroservices\IdentityServer\FreeCourse.IdentityServer\Views\Shared\Error.cshtml", "Razor", 0, 0, 0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 7, 41
"c:\Users\User\Desktop\UdemyMicroservices\IdentityServer\FreeCourse.IdentityServer\Views\Shared\Redirect.cshtml", "Razor", 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 3, 12
"c:\Users\User\Desktop\UdemyMicroservices\IdentityServer\FreeCourse.IdentityServer\Views\Shared\_Layout.cshtml", "Razor", 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 7, 29
"c:\Users\User\Desktop\UdemyMicroservices\IdentityServer\FreeCourse.IdentityServer\Views\Shared\_Nav.cshtml", "Razor", 0, 0, 0, 0, 0, 0, 27, 0, 0, 0, 0, 0, 0, 7, 34
"c:\Users\User\Desktop\UdemyMicroservices\IdentityServer\FreeCourse.IdentityServer\Views\Shared\_ScopeListItem.cshtml", "Razor", 0, 0, 0, 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 1, 34
"c:\Users\User\Desktop\UdemyMicroservices\IdentityServer\FreeCourse.IdentityServer\Views\Shared\_ValidationSummary.cshtml", "Razor", 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 7
"c:\Users\User\Desktop\UdemyMicroservices\IdentityServer\FreeCourse.IdentityServer\Views\_ViewImports.cshtml", "Razor", 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 1, 3
"c:\Users\User\Desktop\UdemyMicroservices\IdentityServer\FreeCourse.IdentityServer\Views\_ViewStart.cshtml", "Razor", 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 1, 4
"c:\Users\User\Desktop\UdemyMicroservices\IdentityServer\FreeCourse.IdentityServer\appsettings.json", "JSON", 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5
"c:\Users\User\Desktop\UdemyMicroservices\IdentityServer\FreeCourse.IdentityServer\updateUI.ps1", "PowerShell", 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 171, 1, 173
"c:\Users\User\Desktop\UdemyMicroservices\IdentityServer\FreeCourse.IdentityServer\wwwroot\css\site.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 4, 25
"c:\Users\User\Desktop\UdemyMicroservices\IdentityServer\FreeCourse.IdentityServer\wwwroot\css\site.min.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\Users\User\Desktop\UdemyMicroservices\IdentityServer\FreeCourse.IdentityServer\wwwroot\css\site.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 34, 0, 0, 0, 0, 9, 43
"c:\Users\User\Desktop\UdemyMicroservices\IdentityServer\FreeCourse.IdentityServer\wwwroot\js\signin-redirect.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 2
"c:\Users\User\Desktop\UdemyMicroservices\IdentityServer\FreeCourse.IdentityServer\wwwroot\js\signout-redirect.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 1, 7
"c:\Users\User\Desktop\UdemyMicroservices\IdentityServer\FreeCourse.IdentityServer\wwwroot\lib\bootstrap\README.md", "Markdown", 0, 0, 0, 0, 144, 0, 0, 0, 0, 0, 0, 0, 0, 66, 210
"c:\Users\User\Desktop\UdemyMicroservices\IdentityServer\FreeCourse.IdentityServer\wwwroot\lib\bootstrap\dist\css\bootstrap-grid.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 3681, 0, 0, 0, 0, 7, 211, 3899
"c:\Users\User\Desktop\UdemyMicroservices\IdentityServer\FreeCourse.IdentityServer\wwwroot\lib\bootstrap\dist\css\bootstrap-grid.min.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 6, 0, 7
"c:\Users\User\Desktop\UdemyMicroservices\IdentityServer\FreeCourse.IdentityServer\wwwroot\lib\bootstrap\dist\css\bootstrap-reboot.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 264, 0, 0, 0, 0, 8, 55, 327
"c:\Users\User\Desktop\UdemyMicroservices\IdentityServer\FreeCourse.IdentityServer\wwwroot\lib\bootstrap\dist\css\bootstrap-reboot.min.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 7, 0, 8
"c:\Users\User\Desktop\UdemyMicroservices\IdentityServer\FreeCourse.IdentityServer\wwwroot\lib\bootstrap\dist\css\bootstrap.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 9016, 0, 0, 0, 0, 7, 1201, 10224
"c:\Users\User\Desktop\UdemyMicroservices\IdentityServer\FreeCourse.IdentityServer\wwwroot\lib\bootstrap\dist\css\bootstrap.min.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 6, 0, 7
"c:\Users\User\Desktop\UdemyMicroservices\IdentityServer\FreeCourse.IdentityServer\wwwroot\lib\bootstrap\dist\js\bootstrap.bundle.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 4586, 0, 0, 1375, 1174, 7135
"c:\Users\User\Desktop\UdemyMicroservices\IdentityServer\FreeCourse.IdentityServer\wwwroot\lib\bootstrap\dist\js\bootstrap.bundle.min.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 6, 0, 7
"c:\Users\User\Desktop\UdemyMicroservices\IdentityServer\FreeCourse.IdentityServer\wwwroot\lib\bootstrap\dist\js\bootstrap.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 3347, 0, 0, 325, 850, 4522
"c:\Users\User\Desktop\UdemyMicroservices\IdentityServer\FreeCourse.IdentityServer\wwwroot\lib\bootstrap\dist\js\bootstrap.min.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 6, 0, 7
"c:\Users\User\Desktop\UdemyMicroservices\IdentityServer\FreeCourse.IdentityServer\wwwroot\lib\bootstrap\scss\_alert.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 13, 11, 52
"c:\Users\User\Desktop\UdemyMicroservices\IdentityServer\FreeCourse.IdentityServer\wwwroot\lib\bootstrap\scss\_badge.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 34, 0, 0, 0, 12, 9, 55
"c:\Users\User\Desktop\UdemyMicroservices\IdentityServer\FreeCourse.IdentityServer\wwwroot\lib\bootstrap\scss\_breadcrumb.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 30, 0, 0, 0, 8, 5, 43
"c:\Users\User\Desktop\UdemyMicroservices\IdentityServer\FreeCourse.IdentityServer\wwwroot\lib\bootstrap\scss\_button-group.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 101, 0, 0, 0, 31, 32, 164
"c:\Users\User\Desktop\UdemyMicroservices\IdentityServer\FreeCourse.IdentityServer\wwwroot\lib\bootstrap\scss\_buttons.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 89, 0, 0, 0, 22, 29, 140
"c:\Users\User\Desktop\UdemyMicroservices\IdentityServer\FreeCourse.IdentityServer\wwwroot\lib\bootstrap\scss\_card.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 194, 0, 0, 0, 35, 50, 279
"c:\Users\User\Desktop\UdemyMicroservices\IdentityServer\FreeCourse.IdentityServer\wwwroot\lib\bootstrap\scss\_carousel.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 142, 0, 0, 0, 30, 26, 198
"c:\Users\User\Desktop\UdemyMicroservices\IdentityServer\FreeCourse.IdentityServer\wwwroot\lib\bootstrap\scss\_close.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 27, 0, 0, 0, 8, 7, 42
"c:\Users\User\Desktop\UdemyMicroservices\IdentityServer\FreeCourse.IdentityServer\wwwroot\lib\bootstrap\scss\_code.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 6, 7, 49
"c:\Users\User\Desktop\UdemyMicroservices\IdentityServer\FreeCourse.IdentityServer\wwwroot\lib\bootstrap\scss\_custom-forms.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 398, 0, 0, 0, 48, 76, 522
"c:\Users\User\Desktop\UdemyMicroservices\IdentityServer\FreeCourse.IdentityServer\wwwroot\lib\bootstrap\scss\_dropdown.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 152, 0, 0, 0, 16, 24, 192
"c:\Users\User\Desktop\UdemyMicroservices\IdentityServer\FreeCourse.IdentityServer\wwwroot\lib\bootstrap\scss\_forms.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 211, 0, 0, 0, 73, 55, 339
"c:\Users\User\Desktop\UdemyMicroservices\IdentityServer\FreeCourse.IdentityServer\wwwroot\lib\bootstrap\scss\_functions.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 89, 0, 0, 0, 21, 25, 135
"c:\Users\User\Desktop\UdemyMicroservices\IdentityServer\FreeCourse.IdentityServer\wwwroot\lib\bootstrap\scss\_grid.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 43, 0, 0, 0, 14, 13, 70
"c:\Users\User\Desktop\UdemyMicroservices\IdentityServer\FreeCourse.IdentityServer\wwwroot\lib\bootstrap\scss\_images.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 13, 8, 43
"c:\Users\User\Desktop\UdemyMicroservices\IdentityServer\FreeCourse.IdentityServer\wwwroot\lib\bootstrap\scss\_input-group.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 129, 0, 0, 0, 30, 33, 192
"c:\Users\User\Desktop\UdemyMicroservices\IdentityServer\FreeCourse.IdentityServer\wwwroot\lib\bootstrap\scss\_jumbotron.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 3, 18
"c:\Users\User\Desktop\UdemyMicroservices\IdentityServer\FreeCourse.IdentityServer\wwwroot\lib\bootstrap\scss\_list-group.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 101, 0, 0, 0, 24, 34, 159
"c:\Users\User\Desktop\UdemyMicroservices\IdentityServer\FreeCourse.IdentityServer\wwwroot\lib\bootstrap\scss\_media.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 2, 9
"c:\Users\User\Desktop\UdemyMicroservices\IdentityServer\FreeCourse.IdentityServer\wwwroot\lib\bootstrap\scss\_mixins.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 32, 0, 0, 0, 9, 7, 48
"c:\Users\User\Desktop\UdemyMicroservices\IdentityServer\FreeCourse.IdentityServer\wwwroot\lib\bootstrap\scss\_modal.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 166, 0, 0, 0, 38, 36, 240
"c:\Users\User\Desktop\UdemyMicroservices\IdentityServer\FreeCourse.IdentityServer\wwwroot\lib\bootstrap\scss\_nav.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 78, 0, 0, 0, 19, 24, 121
"c:\Users\User\Desktop\UdemyMicroservices\IdentityServer\FreeCourse.IdentityServer\wwwroot\lib\bootstrap\scss\_navbar.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 218, 0, 0, 0, 46, 61, 325
"c:\Users\User\Desktop\UdemyMicroservices\IdentityServer\FreeCourse.IdentityServer\wwwroot\lib\bootstrap\scss\_pagination.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 59, 0, 0, 0, 4, 11, 74
"c:\Users\User\Desktop\UdemyMicroservices\IdentityServer\FreeCourse.IdentityServer\wwwroot\lib\bootstrap\scss\_popover.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 141, 0, 0, 0, 5, 25, 171
"c:\Users\User\Desktop\UdemyMicroservices\IdentityServer\FreeCourse.IdentityServer\wwwroot\lib\bootstrap\scss\_print.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 84, 0, 0, 0, 33, 25, 142
"c:\Users\User\Desktop\UdemyMicroservices\IdentityServer\FreeCourse.IdentityServer\wwwroot\lib\bootstrap\scss\_progress.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 40, 0, 0, 0, 1, 6, 47
"c:\Users\User\Desktop\UdemyMicroservices\IdentityServer\FreeCourse.IdentityServer\wwwroot\lib\bootstrap\scss\_reboot.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 262, 0, 0, 0, 137, 84, 483
"c:\Users\User\Desktop\UdemyMicroservices\IdentityServer\FreeCourse.IdentityServer\wwwroot\lib\bootstrap\scss\_root.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 4, 4, 21
"c:\Users\User\Desktop\UdemyMicroservices\IdentityServer\FreeCourse.IdentityServer\wwwroot\lib\bootstrap\scss\_spinners.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 40, 0, 0, 0, 8, 8, 56
"c:\Users\User\Desktop\UdemyMicroservices\IdentityServer\FreeCourse.IdentityServer\wwwroot\lib\bootstrap\scss\_tables.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 121, 0, 0, 0, 28, 37, 186
"c:\Users\User\Desktop\UdemyMicroservices\IdentityServer\FreeCourse.IdentityServer\wwwroot\lib\bootstrap\scss\_toasts.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 38, 0, 0, 0, 0, 7, 45
"c:\Users\User\Desktop\UdemyMicroservices\IdentityServer\FreeCourse.IdentityServer\wwwroot\lib\bootstrap\scss\_tooltip.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 93, 0, 0, 0, 5, 18, 116
"c:\Users\User\Desktop\UdemyMicroservices\IdentityServer\FreeCourse.IdentityServer\wwwroot\lib\bootstrap\scss\_transitions.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 4, 21
"c:\Users\User\Desktop\UdemyMicroservices\IdentityServer\FreeCourse.IdentityServer\wwwroot\lib\bootstrap\scss\_type.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 82, 0, 0, 0, 20, 24, 126
"c:\Users\User\Desktop\UdemyMicroservices\IdentityServer\FreeCourse.IdentityServer\wwwroot\lib\bootstrap\scss\_utilities.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 1, 18
"c:\Users\User\Desktop\UdemyMicroservices\IdentityServer\FreeCourse.IdentityServer\wwwroot\lib\bootstrap\scss\_variables.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 770, 0, 0, 0, 102, 272, 1144
"c:\Users\User\Desktop\UdemyMicroservices\IdentityServer\FreeCourse.IdentityServer\wwwroot\lib\bootstrap\scss\bootstrap-grid.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 6, 6, 30
"c:\Users\User\Desktop\UdemyMicroservices\IdentityServer\FreeCourse.IdentityServer\wwwroot\lib\bootstrap\scss\bootstrap-reboot.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 7, 2, 13
"c:\Users\User\Desktop\UdemyMicroservices\IdentityServer\FreeCourse.IdentityServer\wwwroot\lib\bootstrap\scss\bootstrap.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 37, 0, 0, 0, 6, 2, 45
"c:\Users\User\Desktop\UdemyMicroservices\IdentityServer\FreeCourse.IdentityServer\wwwroot\lib\bootstrap\scss\mixins\_alert.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 3, 14
"c:\Users\User\Desktop\UdemyMicroservices\IdentityServer\FreeCourse.IdentityServer\wwwroot\lib\bootstrap\scss\mixins\_background-variant.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 2, 4, 23
"c:\Users\User\Desktop\UdemyMicroservices\IdentityServer\FreeCourse.IdentityServer\wwwroot\lib\bootstrap\scss\mixins\_badge.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 3, 18
